fnid,country,country_code,admin_1,admin_2,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,qc_flag,area,production,yield
KE2013A101,Kenya,KE,Mombasa,none,Banana,Annual,2013,1,2012,12,All (PS),0,125.1,1110,8.872901679
KE2013A101,Kenya,KE,Mombasa,none,Banana,Annual,2014,1,2013,12,All (PS),0,121.5,952,7.835390947
KE2013A101,Kenya,KE,Mombasa,none,Banana,Annual,2023,1,2022,12,All (PS),0,39,600,15.38461538
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,1986,1,1985,12,All (PS),0,3,2,0.666666667
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,1987,1,1986,12,All (PS),0,7,6,0.857142857
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,1998,1,1997,12,All (PS),0,1,0.35,0.35
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,1999,1,1998,12,All (PS),0,1,0.7,0.7
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,2000,1,1999,12,All (PS),0,1,0.56,0.56
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,2004,1,2003,12,All (PS),0,2.5,0.6,0.24
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,2005,1,2004,12,All (PS),0,11,9,0.818181818
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,2006,1,2005,12,All (PS),0,10,9,0.9
KE2013A101,Kenya,KE,Mombasa,none,Beans (mixed),Annual,2013,1,2012,12,All (PS),0,22,1,0.045454545
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2013,1,2012,12,All (PS),0,279,2434,8.724014337
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2014,1,2013,12,All (PS),0,226,1360,6.017699115
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2015,1,2014,12,All (PS),0,263,2164,8.228136882
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2016,1,2015,12,All (PS),0,263,2104,8
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2017,1,2016,12,All (PS),0,107,995,9.299065421
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2018,1,2017,12,All (PS),0,78,1560,20
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2019,1,2018,12,All (PS),0,85,1700,20
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2020,1,2019,12,All (PS),0,83,1660,20
KE2013A101,Kenya,KE,Mombasa,none,Cassava,Annual,2021,1,2020,12,All (PS),0,91,2754,30.26373626
KE2013A101,Kenya,KE,Mombasa,none,Coriander,Annual,2017,1,2016,12,All (PS),0,4,40,10
KE2013A101,Kenya,KE,Mombasa,none,Coriander,Annual,2018,1,2017,12,All (PS),0,5,29,5.8
KE2013A101,Kenya,KE,Mombasa,none,Coriander,Annual,2019,1,2018,12,All (PS),0,5,46,9.2
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2013,1,2012,12,All (PS),0,354,34.56,0.097627119
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2014,1,2013,12,All (PS),0,297,75.96,0.255757576
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2015,1,2014,12,All (PS),0,279,1325,4.749103943
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2016,1,2015,12,All (PS),0,241,1715,7.116182573
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2017,1,2016,12,All (PS),0,110.5,90.3,0.81719457
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2018,1,2017,12,All (PS),0,175,1684.56,9.626057143
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2019,1,2018,12,All (PS),0,122,334.28,2.74
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2020,1,2019,12,All (PS),0,154,138.6,0.9
KE2013A101,Kenya,KE,Mombasa,none,Cowpea,Annual,2021,1,2020,12,All (PS),0,148,32.04,0.216486486
KE2013A101,Kenya,KE,Mombasa,none,Kale,Annual,2023,1,2022,12,All (PS),0,21,336,16
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1977,1,1976,12,All (PS),0,900,,
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1978,1,1977,12,All (PS),0,623,,
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1979,1,1978,12,All (PS),0,496,,
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1980,1,1979,12,All (PS),0,540,,
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1981,1,1980,12,All (PS),0,1025,1253.3,1.222731707
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1982,1,1981,12,All (PS),0,1008,806,0.799603175
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1983,1,1982,12,All (PS),0,1644.425697,953,0.579533634
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1984,1,1983,12,All (PS),0,2682.674477,806,0.300446441
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1985,1,1984,12,All (PS),0,799,979,1.225281602
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1986,1,1985,12,All (PS),0,700,840,1.2
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1987,1,1986,12,All (PS),0,400,639,1.5975
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1988,1,1987,12,All (PS),0,670,489,0.729850746
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1989,1,1988,12,All (PS),0,661,841,1.272314675
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1990,1,1989,12,All (PS),0,700,749,1.07
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1991,1,1990,12,All (PS),0,759,953,1.255599473
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1992,1,1991,12,All (PS),0,443,421,0.9503386
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1993,1,1992,12,All (PS),0,400,639,1.5975
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1994,1,1993,12,All (PS),0,670,489,0.729850746
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1995,1,1994,12,All (PS),0,412,232,0.563106796
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1996,1,1995,12,All (PS),0,731,441,0.603283174
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1997,1,1996,12,All (PS),0,459,545.9945995,1.189530718
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1998,1,1997,12,All (PS),0,188,308.3708371,1.64027041
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,1999,1,1998,12,All (PS),0,170,168.6138614,0.991846243
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2000,1,1999,12,All (PS),0,592,586.7686769,0.991163306
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2001,1,2000,12,All (PS),0,729,721.7821782,0.99009901
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2002,1,2001,12,All (PS),0,516,418.0018002,0.810081008
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2003,1,2002,12,All (PS),0,690,446.039604,0.646434209
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2004,1,2003,12,All (PS),0,171,168.4968497,0.985361694
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2005,1,2004,12,All (PS),0,759,429.7029703,0.566143571
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2006,1,2005,12,All (PS),0,861,412.3312331,0.478898064
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2013,1,2012,12,All (PS),0,1001,405.81,0.405404595
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2014,1,2013,12,All (PS),0,653,337.59,0.516983155
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2015,1,2014,12,All (PS),0,672,522,0.776785714
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2016,1,2015,12,All (PS),0,860,86,0.1
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2017,1,2016,12,All (PS),0,798,770.12,0.965062657
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2018,1,2017,12,All (PS),0,439,308.92,0.703690205
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2019,1,2018,12,All (PS),0,481,259.22,0.538918919
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2020,1,2019,12,All (PS),0,606,802.98,1.325049505
KE2013A101,Kenya,KE,Mombasa,none,Maize,Annual,2021,1,2020,12,All (PS),0,649,,
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1991,3,1991,8,All (PS),0,500,450,0.9
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1992,3,1992,8,All (PS),0,497,551.97,1.110603622
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1993,3,1993,8,All (PS),0,203,127.89,0.63
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1994,3,1994,8,All (PS),0,460,372.6,0.81
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1995,3,1995,8,All (PS),0,433,428.67,0.99
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1996,3,1996,8,All (PS),0,147,119.07,0.81
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1997,3,1997,8,All (PS),0,434,516.96,1.191152074
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1998,3,1998,8,All (PS),0,161,188.37,1.17
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,1999,3,1999,8,All (PS),0,166,164.07,0.988373494
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2000,3,2000,8,All (PS),0,562,557.01,0.991120996
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2001,3,2001,8,All (PS),0,714,706.86,0.99
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2015,3,2015,8,All (PS),0,666,517,0.776276276
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2016,3,2016,8,All (PS),0,600,378,0.63
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2017,3,2017,8,All (PS),0,600,378,0.63
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2018,3,2018,8,All (PS),1,447,2002.77,4.480469799
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2019,3,2019,8,All (PS),0,387,104.49,0.27
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2020,3,2020,8,All (PS),0,606,818.1,1.35
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2021,3,2021,8,All (PS),0,210,39.15,0.186428571
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2022,3,2022,8,All (PS),0,168,27.45,0.163392857
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2023,3,2023,8,All (PS),0,660,240.57,0.3645
KE2013A101,Kenya,KE,Mombasa,none,Maize,Long,2024,3,2024,8,All (PS),0,635,820,1.291338583
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1990,10,1992,3,All (PS),0,203,130.95,0.645073892
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1991,10,1993,3,All (PS),0,500,270,0.54
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1995,10,1997,3,All (PS),0,25,28.98,1.1592
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1996,10,1998,3,All (PS),1,22,119.97,5.453181818
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1997,10,1999,3,All (PS),0,5,4.41,0.882
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1998,10,2000,3,All (PS),0,30,29.7,0.99
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,1999,10,2001,3,All (PS),0,15,14.85,0.99
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2014,10,2016,3,All (PS),0,113,203.4,1.8
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2015,10,2017,3,All (PS),0,230,82.8,0.36
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2016,10,2018,3,All (PS),0,230,82.8,0.36
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2017,10,2019,3,All (PS),0,8,5.4,0.675
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2018,10,2020,3,All (PS),0,10,9,0.9
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2019,10,2021,3,All (PS),0,50,13.5,0.27
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2020,10,2022,3,All (PS),0,6,2.34,0.39
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2021,10,2023,3,All (PS),0,4,1.17,0.2925
KE2013A101,Kenya,KE,Mombasa,none,Maize,Short,2022,10,2024,3,All (PS),0,4,1.8,0.45
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2013,1,2012,12,All (PS),0,23,6.21,0.27
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2014,1,2013,12,All (PS),0,313,10,0.031948882
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2015,1,2014,12,All (PS),0,54,22,0.407407407
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2016,1,2015,12,All (PS),0,12,3,0.25
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2017,1,2016,12,All (PS),0,2,10,5
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2018,1,2017,12,All (PS),0,25,18.04,0.7216
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2019,1,2018,12,All (PS),0,45,24.3,0.54
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2020,1,2019,12,All (PS),0,46,33.12,0.72
KE2013A101,Kenya,KE,Mombasa,none,Mung bean,Annual,2021,1,2020,12,All (PS),0,58,7.29,0.125689655
KE2013A101,Kenya,KE,Mombasa,none,Pigeon Pea,Annual,2013,1,2012,12,All (PS),0,6,2.34,0.39
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2013,1,2012,12,All (PS),0,7,3.6,0.514285714
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2015,1,2014,12,All (PS),0,2,1.44,0.72
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2017,1,2016,12,All (PS),0,1,0.7,0.7
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2018,1,2017,12,All (PS),0,1,1.08,1.08
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2019,1,2018,12,All (PS),0,1,1.08,1.08
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Annual,2021,1,2020,12,All (PS),0,1,0.18,0.18
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Long,2016,3,2016,8,All (PS),0,1,0.72,0.72
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Short,2014,10,2016,3,All (PS),0,30,39,1.3
KE2013A101,Kenya,KE,Mombasa,none,Sorghum,Short,2015,10,2017,3,All (PS),0,30,16.2,0.54
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2013,1,2012,12,All (PS),0,7,73.5,10.5
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2014,1,2013,12,All (PS),0,7,21,3
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2015,1,2014,12,All (PS),0,25,270,10.8
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2016,1,2015,12,All (PS),0,20,115,5.75
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2017,1,2016,12,All (PS),0,30.1,275,9.136212625
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2018,1,2017,12,All (PS),0,26,250,9.615384615
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2019,1,2018,12,All (PS),0,26,260,10
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2020,1,2019,12,All (PS),0,73,730,10
KE2013A101,Kenya,KE,Mombasa,none,Sweet Potatoes,Annual,2021,1,2020,12,All (PS),0,20,150,7.5
KE2013A101,Kenya,KE,Mombasa,none,Taro,Annual,2013,1,2012,12,All (PS),0,7,28,4
KE2013A101,Kenya,KE,Mombasa,none,Tomato,Annual,2013,1,2012,12,All (PS),0,8.5,36,4.235294118
KE2013A101,Kenya,KE,Mombasa,none,Tomato,Annual,2014,1,2013,12,All (PS),0,7,29,4.142857143
KE2013A101,Kenya,KE,Mombasa,none,Watermelon,Annual,2023,1,2022,12,All (PS),0,26,922,35.46153846
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2017,1,2016,12,All (PS),0,9,84,9.333333333
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2018,1,2017,12,All (PS),0,7.5,53,7.066666667
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2019,1,2018,12,All (PS),0,4.9,35,7.142857143
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2020,1,2019,12,All (PS),0,5.5,12,2.181818182
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2021,1,2020,12,All (PS),0,4.9,10,2.040816327
KE2013A102,Kenya,KE,Kwale,none,Bambara groundnut,Annual,2022,1,2021,12,All (PS),0,6,12,2
KE2013A102,Kenya,KE,Kwale,none,Banana,Annual,2013,1,2012,12,All (PS),0,130.2,1671,12.83410138
KE2013A102,Kenya,KE,Kwale,none,Banana,Annual,2014,1,2013,12,All (PS),0,142.74,2186,15.31455794
KE2013A102,Kenya,KE,Kwale,none,Banana,Annual,2023,1,2022,12,All (PS),0,130,1130,8.692307692
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1977,1,1976,12,All (PS),0,200,80,0.4
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1978,1,1977,12,All (PS),0,500,200,0.4
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1979,1,1978,12,All (PS),0,340,136,0.4
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1980,1,1979,12,All (PS),0,218,98.1,0.45
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1981,1,1980,12,All (PS),0,85,38.25,0.45
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1982,1,1981,12,All (PS),0,630,378,0.6
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1983,1,1982,12,All (PS),0,310,186,0.6
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1984,1,1983,12,All (PS),0,330,198,0.6
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1985,1,1984,12,All (PS),0,900,450,0.5
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1986,1,1985,12,All (PS),0,1573,1225,0.778766688
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1987,1,1986,12,All (PS),0,770,385,0.5
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1988,1,1987,12,All (PS),0,400,200,0.5
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1989,1,1988,12,All (PS),0,424,212,0.5
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1990,1,1989,12,All (PS),0,924,555,0.600649351
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1991,1,1990,12,All (PS),0,503,151,0.300198807
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1992,1,1991,12,All (PS),0,773,151,0.19534282
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1993,1,1992,12,All (PS),0,736,429,0.582880435
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1994,1,1993,12,All (PS),0,544,220.6,0.405514706
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1995,1,1994,12,All (PS),0,543,380.1,0.7
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1996,1,1995,12,All (PS),0,502,267.3,0.53247012
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1997,1,1996,12,All (PS),0,580,458,0.789655172
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1998,1,1997,12,All (PS),0,310,172.1,0.55516129
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,1999,1,1998,12,All (PS),0,291,108.9,0.374226804
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2000,1,1999,12,All (PS),0,484,271.1,0.560123967
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2001,1,2000,12,All (PS),0,448.6,251.2,0.559964333
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2002,1,2001,12,All (PS),0,504.8,282.6,0.559825674
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2003,1,2002,12,All (PS),0,466.9,248.1,0.531377169
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2004,1,2003,12,All (PS),0,282.3,151.5,0.536663124
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2005,1,2004,12,All (PS),0,327.9,133.3843384,0.406783588
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2006,1,2005,12,All (PS),0,473.9,188.1188119,0.396958877
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2013,1,2012,12,All (PS),0,682,368.1,0.53973607
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2014,1,2013,12,All (PS),0,284,291,1.024647887
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2015,1,2014,12,All (PS),0,363,267,0.73553719
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2016,1,2015,12,All (PS),0,542,116,0.21402214
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2017,1,2016,12,All (PS),0,476,169.6,0.356302521
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2018,1,2017,12,All (PS),0,290.41,70.54,0.242897972
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2019,1,2018,12,All (PS),0,308,101.33,0.328993506
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2020,1,2019,12,All (PS),0,299,116.21,0.388662207
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Annual,2021,1,2020,12,All (PS),0,299,116.21,0.388662207
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2017,3,2017,8,All (PS),0,48,6.912,0.144
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2018,3,2018,8,All (PS),0,282,25.11,0.089042553
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2019,3,2019,8,All (PS),0,60,75.6,1.26
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2020,3,2020,8,All (PS),0,133,49.5,0.372180451
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2021,3,2021,8,All (PS),0,174,58.95,0.338793103
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2022,3,2022,8,All (PS),0,167,28.26,0.169221557
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2023,3,2023,8,All (PS),0,198,16.2,0.081818182
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Long,2024,3,2024,8,All (PS),0,135,180,1.333333333
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2016,10,2018,3,All (PS),0,445,458.325,1.02994382
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2017,10,2019,3,All (PS),0,445,560.7,1.26
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2018,10,2020,3,All (PS),0,445,560.7,1.26
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2019,10,2021,3,All (PS),0,151,51.84,0.343311258
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2020,10,2022,3,All (PS),0,150,60.75,0.405
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2021,10,2023,3,All (PS),0,180,72.9,0.405
KE2013A102,Kenya,KE,Kwale,none,Beans (mixed),Short,2022,10,2024,3,All (PS),0,45,16.2,0.36
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2013,1,2012,12,All (PS),0,9086,5966,0.656614572
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2014,1,2013,12,All (PS),0,9086,6264,0.689412283
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2015,1,2014,12,All (PS),0,8710,7512,0.862456946
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2016,1,2015,12,All (PS),0,7610,3398,0.44651774
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2017,1,2016,12,All (PS),0,7016,3199,0.455957811
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2018,1,2017,12,All (PS),0,7090,3448.98,0.486456982
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2019,1,2018,12,All (PS),0,7020,3759.4,0.535527066
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2020,1,2019,12,All (PS),0,7025,3671.9,0.522690391
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2021,1,2020,12,All (PS),0,7135,2644,0.370567624
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2022,1,2021,12,All (PS),0,6263,2089,0.333546224
KE2013A102,Kenya,KE,Kwale,none,Cashew (unshelled),Annual,2023,1,2022,12,All (PS),0,6835,2280,0.333577176
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2013,1,2012,12,All (PS),0,2337,38320,16.39709029
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2014,1,2013,12,All (PS),0,6475,33000,5.096525097
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2015,1,2014,12,All (PS),0,4650,51146,10.99913978
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2016,1,2015,12,All (PS),0,3685,46007,12.48493894
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2017,1,2016,12,All (PS),0,6561,58678,8.943453742
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2018,1,2017,12,All (PS),0,7471.2,72583,9.715039083
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2019,1,2018,12,All (PS),0,10363,83430,8.050757503
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2020,1,2019,12,All (PS),0,9545,61578,6.451335778
KE2013A102,Kenya,KE,Kwale,none,Cassava,Annual,2021,1,2020,12,All (PS),0,9449,63316,6.700814901
KE2013A102,Kenya,KE,Kwale,none,Coffee,Annual,2017,1,2016,12,All (PS),0,40,54,1.35
KE2013A102,Kenya,KE,Kwale,none,Coffee,Annual,2018,1,2017,12,All (PS),0,255,356,1.396078431
KE2013A102,Kenya,KE,Kwale,none,Coffee,Annual,2020,1,2019,12,All (PS),0,30,21.6,0.72
KE2013A102,Kenya,KE,Kwale,none,Coffee,Annual,2021,1,2020,12,All (PS),0,30,21.6,0.72
KE2013A102,Kenya,KE,Kwale,none,Coriander,Annual,2015,1,2014,12,All (PS),0,12,30,2.5
KE2013A102,Kenya,KE,Kwale,none,Coriander,Annual,2016,1,2015,12,All (PS),0,12,30,2.5
KE2013A102,Kenya,KE,Kwale,none,Coriander,Annual,2017,1,2016,12,All (PS),0,2,20,10
